"BasinName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"American","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",2101717800,145487700,99.9997121106087,6.92232325386405,145488118.84486,0.1552574
"Butte","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",1930856400,367605900,78.5105804658876,19.0384898638759,468224661.97371,0.1552574
"Colusa","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",3607009200,231021000,77.6078652040974,6.40477989354726,297677302.928574,0.1552574
"Delta","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",6321993300,363427950,92.6384788772884,5.74862915466867,392307769.303301,0.1552574
"San Joaquin","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",5588616600,212391450,48.5267145228864,3.80042978793714,437679435.107503,0.1552574
"Suisun","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",615664800,200817450,99.997800947485,32.6179846565859,200821866.178299,0.1552574
"Sutter","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",960425100,88777800,99.9992027333572,9.24359432088978,88778507.8014287,0.1552574
"Tulare","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",7350905700,556610400,27.2530768875773,7.57199755670924,2042376361.01088,0.1552574
"Yolo","L8_valley_20141028to20141106_water.tif","2014-10-28","2014-11-06",2055855600,83421900,99.9985770628183,4.05777039982769,83423087.0581239,0.1552574
"American","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",0,NA,NA,NA,NA,0.1552574
"Butte","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",0,NA,NA,NA,NA,0.1552574
"Colusa","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",3294900,321300,0.0708925707927167,9.75143403441682,453220974.225143,0.1552574
"Delta","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",2865755700,73719900,41.9929658707356,2.57244188679447,175552972.912005,0.1552574
"San Joaquin","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",4326186600,108838800,37.5648639255262,2.51581381163725,289735642.902307,0.1552574
"Suisun","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",0,NA,NA,NA,NA,0.1552574
"Sutter","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",0,NA,NA,NA,NA,0.1552574
"Tulare","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",1677111300,21966300,6.2177975168318,1.30976995981125,353281044.301241,0.1552574
"Yolo","L8_valley_20141106to20141114_water.tif","2014-11-06","2014-11-14",4439700,244800,0.215950810254278,5.51388607338334,113359148.646746,0.1552574
"American","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",0,NA,NA,NA,NA,0.1552574
"Butte","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",0,NA,NA,NA,NA,0.1552574
"Colusa","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",3294900,413100,0.0708925707927167,12.5375580442502,582712681.146613,0.1552574
"Delta","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",3564176400,41264100,52.2271797007962,1.15774572773671,79008861.3560937,0.1552574
"San Joaquin","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",4406996700,101958300,38.2665489638711,2.313555170123,266442370.061285,0.1552574
"Suisun","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",0,NA,NA,NA,NA,0.1552574
"Sutter","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",0,NA,NA,NA,NA,0.1552574
"Tulare","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",15830550900,406217250,58.6908931304079,2.56603356741047,692129951.230096,0.1552574
"Yolo","L8_valley_20141113to20141122_water.tif","2014-11-13","2014-11-22",4439700,465300,0.215950810254278,10.4804378674235,215465734.744,0.1552574
"American","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",18367200,736200,0.87391119410892,4.00823206585653,84241969.317107,0.1552574
"Butte","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",397181700,111056400,16.1498109426615,27.9611069694299,687663777.577929,0.1552574
"Colusa","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",928191600,126849600,19.9708302868691,13.6663163079692,635174392.741218,0.1552574
"Delta","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",4351232700,272304900,63.7602033790698,6.25810933991188,427076586.285463,0.1552574
"San Joaquin","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",11516500800,3394963800,99.9993355465095,29.479126159571,3394986358.10536,0.1552574
"Suisun","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",60614100,29572200,9.8450921774494,48.7876583171242,300375044.407775,0.1552574
"Sutter","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",38733300,1464300,4.03290076366386,3.78046796942166,36308852.7541573,0.1552574
"Tulare","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",1804521600,470650500,6.69016416713032,26.081732687489,7034961896.93475,0.1552574
"Yolo","L8_valley_20141122to20141130_water.tif","2014-11-22","2014-11-30",52791300,1688400,2.56781404360129,3.19825425780384,65752424.8770002,0.1552574
"American","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",18367200,1992600,0.87391119410892,10.8486867894943,228009437.736033,0.1552574
"Butte","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",397181700,136074600,16.1498109426615,34.2600376603454,842577046.153177,0.1552574
"Colusa","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",928191600,173619000,19.9708302868691,18.7050820110848,869362953.397863,0.1552574
"Delta","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",214287300,12033900,3.14003014124061,5.61577844323952,383241544.1479,0.1552574
"San Joaquin","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",2799497700,162723150,24.3084175241825,5.81258380744517,669410708.607912,0.1552574
"Suisun","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",60614100,29863350,9.8450921774494,49.2679921008478,303332355.469492,0.1552574
"Sutter","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",38733300,2720700,4.03290076366386,7.0241884889746,67462607.1762862,0.1552574
"Tulare","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",13576342500,469587600,50.3335399887641,3.45886677505374,932951666.234535,0.1552574
"Yolo","L8_valley_20141129to20141208_water.tif","2014-11-29","2014-12-08",52791300,4363200,2.56781404360129,8.26499820993232,169918846.377237,0.1552574
"American","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Butte","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Colusa","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Delta","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"San Joaquin","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Suisun","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Sutter","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Tulare","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"Yolo","L8_valley_20141208to20141216_water.tif","2014-12-08","2014-12-16",0,NA,NA,NA,NA,0.1552574
"American","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"Butte","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"Colusa","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"Delta","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"San Joaquin","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",360999000,60078600,3.13460318892648,16.6423175687467,1916625371.02743,0.1552574
"Suisun","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"Sutter","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"Tulare","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",5731058700,695609100,21.247583600252,12.1375322852652,3273826864.67816,0.1552574
"Yolo","L8_valley_20141215to20141224_water.tif","2014-12-15","2014-12-24",0,NA,NA,NA,NA,0.1552574
"American","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",2101717800,349668000,99.9997121106087,16.6372478740961,349669006.659975,0.1552574
"Butte","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",1930856400,608664600,78.5105804658876,31.5230381710416,775264424.728666,0.1552574
"Colusa","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",3607009200,615393000,77.6078652040974,17.0610321703643,792951846.287237,0.1552574
"Delta","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",6320761200,440698050,92.6204244655849,6.97223065475089,475810872.755988,0.1552574
"San Joaquin","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",1473275700,65469600,12.7926523546821,4.44381184051295,511775026.670196,0.1552574
"Suisun","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",615664800,219005550,99.997800947485,35.5722058496766,219010366.152965,0.1552574
"Sutter","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",960425100,237331800,99.9992027333572,24.7111201071276,237333692.18236,0.1552574
"Tulare","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",0,NA,NA,NA,NA,0.1552574
"Yolo","L8_valley_20141224to20150101_water.tif","2014-12-24","2015-01-01",2055855600,187442100,99.9985770628183,9.11747400936136,187444767.221288,0.1552574
"American","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",2101717800,511509600,99.9997121106087,24.3376917681337,511511072.586113,0.1552574
"Butte","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",1930856400,1030050000,78.5105804658876,53.3467947176186,1311988771.3065,0.1552574
"Colusa","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",3607009200,1018953000,77.6078652040974,28.2492487127563,1312950687.8205,0.1552574
"Delta","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",6320761200,553979250,92.6204244655849,8.76443884638451,598117805.221075,0.1552574
"San Joaquin","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",2196987300,142815600,19.0767381533217,6.5005200530745,748637418.263942,0.1552574
"Suisun","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",615664800,224551350,99.997800947485,36.4729882234619,224556288.110701,0.1552574
"Sutter","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",960425100,394065900,99.9992027333572,41.0303624926087,394069041.78102,0.1552574
"Tulare","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",22064413500,1181142000,81.8025944197324,5.35315384657743,1443893079.89367,0.1552574
"Yolo","L8_valley_20141231to20150109_water.tif","2014-12-31","2015-01-09",2055855600,231949800,99.9985770628183,11.2823974602107,231953100.546912,0.1552574
"American","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"Delta","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"San Joaquin","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",15124500,242100,0.131328081049861,1.6007140731925,184347473.948152,0.07897201
"Suisun","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",656363700,32025600,2.43343216636757,4.87924606433902,1316067094.14897,0.07897201
"Yolo","L8_valley_20150109to20150117_water.tif","2015-01-09","2015-01-17",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"Delta","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"San Joaquin","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",161796600,11344500,1.40490178177076,7.0115812075161,807494171.279448,0.07897201
"Suisun","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",736189200,34829100,2.7293807988047,4.73099849875548,1276080641.2668,0.07897201
"Yolo","L8_valley_20150116to20150125_water.tif","2015-01-16","2015-01-25",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",83188800,461700,1.78987765733745,0.555002596503375,25795059.1263767,0.07897201
"Delta","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",1373912100,70544700,20.1324362452426,5.13458612090249,350403195.821221,0.07897201
"San Joaquin","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",931103100,64471950,8.08489426973298,6.9242546824299,797437144.495018,0.07897201
"Suisun","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",33786000,1919700,5.48760576016646,5.68193926478423,34982469.2935261,0.07897201
"Sutter","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",5278031100,100842300,19.568008794253,1.91060450553238,515342675.181222,0.07897201
"Yolo","L8_valley_20150125to20150202_water.tif","2015-01-25","2015-02-02",701268300,19102050,34.110290693209,2.72392891565183,56000842.0092504,0.07897201
"American","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",83188800,461700,1.78987765733745,0.555002596503375,25795059.1263767,0.07897201
"Delta","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",1373912100,70544700,20.1324362452426,5.13458612090249,350403195.821221,0.07897201
"San Joaquin","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",818415900,57578400,7.10641605657672,7.03534718716975,810231198.702662,0.07897201
"Suisun","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",33786000,1919700,5.48760576016646,5.68193926478423,34982469.2935261,0.07897201
"Sutter","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",5198205600,98038800,19.2720601618158,1.88601235780285,508709495.387766,0.07897201
"Yolo","L8_valley_20150201to20150210_water.tif","2015-02-01","2015-02-10",701268300,19102050,34.110290693209,2.72392891565183,56000842.0092504,0.07897201
"American","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",383352300,24373800,18.2398986376476,6.35806802254741,133629032.069794,0.07897201
"Butte","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",369722700,74385000,15.0333001399872,20.1191325282435,494801535.972415,0.07897201
"Colusa","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",217121400,8721000,4.67155125196933,4.01664690813526,186683170.741701,0.07897201
"Delta","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",541592100,46070550,7.93614702438174,8.5065033260271,580515328.892727,0.07897201
"San Joaquin","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",270078300,11667600,2.34512644201187,4.32008050998544,497525412.318085,0.07897201
"Suisun","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",165340800,8333100,26.8550620514571,5.03995384079429,31029904.0979049,0.07897201
"Sutter","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",17887500,597600,1.86244168222272,3.34088050314465,32086910.7314435,0.07897201
"Tulare","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",12007719000,164461500,44.5179549985824,1.36963148454756,369427346.798021,0.07897201
"Yolo","L8_valley_20150210to20150218_water.tif","2015-02-10","2015-02-18",1688449500,145613250,82.1276297043562,8.62408085050811,177301171.997999,0.07897201
"American","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",383352300,24373800,18.2398986376476,6.35806802254741,133629032.069794,0.07897201
"Butte","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",369722700,74385000,15.0333001399872,20.1191325282435,494801535.972415,0.07897201
"Colusa","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",217121400,8721000,4.67155125196933,4.01664690813526,186683170.741701,0.07897201
"Delta","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",4692611700,224123400,68.762554659741,4.77609089198665,325938152.10769,0.07897201
"San Joaquin","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",11516067000,391288050,99.9955688023818,3.39775767195519,391305389.5151,0.07897201
"Suisun","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",165340800,8333100,26.8550620514571,5.03995384079429,31029904.0979049,0.07897201
"Sutter","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",17887500,597600,1.86244168222272,3.34088050314465,32086910.7314435,0.07897201
"Tulare","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",13600082700,212554800,50.4215554690778,1.56289343740535,421555420.142392,0.07897201
"Yolo","L8_valley_20150217to20150226_water.tif","2015-02-17","2015-02-26",1688449500,145613250,82.1276297043562,8.62408085050811,177301171.997999,0.07897201
"American","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",2101717800,90860400,99.9997121106087,4.32314937809443,90860661.5782055,0.07897201
"Butte","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",1930856400,198985500,78.5105804658876,10.3055566431559,253450552.548721,0.07897201
"Colusa","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",3607009200,160435800,77.6078652040974,4.44788995825128,206726212.063787,0.07897201
"Delta","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",6824379600,387558300,100.000128982294,5.67902611982487,387557800.119059,0.07897201
"San Joaquin","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",11516514300,394191450,99.9994527688372,3.42283645668725,394193607.15026,0.07897201
"Suisun","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",615664800,193895100,99.997800947485,31.4936147072238,193899363.948839,0.07897201
"Sutter","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",960425100,52720200,99.9992027333572,5.48925678847835,52720620.3239197,0.07897201
"Tulare","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",22970014200,507285900,85.1600589980827,2.20847011927402,595685237.85478,0.07897201
"Yolo","L8_valley_20150226to20150306_water.tif","2015-02-26","2015-03-06",2055855600,94680900,99.9985770628183,4.60542559506611,94682247.2689009,0.07897201
"American","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",2101717800,71246700,99.9997121106087,3.38992703968154,71246905.1122814,0.07897201
"Butte","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",1930856400,197055900,78.5105804658876,10.2056217127281,250992794.640742,0.07897201
"Colusa","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",3607009200,177512400,77.6078652040974,4.9213181934773,228729909.698158,0.07897201
"Delta","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",6824370600,316477650,99.9999971020039,4.63746283063818,316477659.17151,0.07897201
"San Joaquin","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",11510825400,415503000,99.9500552799757,3.60967164005459,415710625.508021,0.07897201
"Suisun","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",615664800,189393750,99.997800947485,30.762478218667,189397914.959612,0.07897201
"Sutter","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",960425100,47853000,99.9992027333572,4.98248119504582,47853381.5190483,0.07897201
"Tulare","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",22957424100,280197450,85.1133818976919,1.22050909884093,329204930.82604,0.07897201
"Yolo","L8_valley_20150305to20150314_water.tif","2015-03-05","2015-03-14",2055855600,96179850,99.9985770628183,4.67833684428031,96181218.5983213,0.07897201
"American","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",2101717800,41254200,99.9997121106087,1.9628800783816,41254318.7668072,0.07897201
"Butte","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",1930856400,129013200,78.5105804658876,6.68165690623083,164325877.142197,0.07897201
"Colusa","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",3607009200,146893500,77.6078652040974,4.07244594773975,189276563.159793,0.07897201
"Delta","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",6523541100,335328900,95.5918324680086,5.14028952772291,350792417.450752,0.07897201
"San Joaquin","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",10920189600,336716100,94.8214846684944,3.08342723280189,355105281.442485,0.07897201
"Suisun","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",615664800,171032850,99.997800947485,27.780189804582,171036611.1849,0.07897201
"Sutter","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",960425100,50742000,99.9992027333572,5.28328549514168,50742404.5522653,0.07897201
"Tulare","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",22975029000,660891150,85.1786510921122,2.87656285439291,775888255.480018,0.07897201
"Yolo","L8_valley_20150314to20150322_water.tif","2015-03-14","2015-03-22",2055855600,70291350,99.9985770628183,3.41908011438157,70292350.2159871,0.07897201
"American","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",2101665600,28914300,99.9972284351256,1.37578023830242,28915101.4007938,0.07897201
"Butte","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",1930856400,96558300,78.5105804658876,5.00080171679261,122987627.179695,0.07897201
"Colusa","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",3607004700,108441900,77.607768382777,3.00642524807356,139730728.327534,0.07897201
"Delta","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",6785350200,301698900,99.428216916602,4.4463276191699,303433883.615813,0.07897201
"San Joaquin","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",9143310600,204099300,79.3926037581969,2.23222538234674,257075962.165969,0.07897201
"Suisun","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",615664800,158703750,99.997800947485,25.7776228233285,158707240.055554,0.07897201
"Sutter","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",960425100,52555500,99.9992027333572,5.47210813211775,52555919.0108111,0.07897201
"Tulare","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",22656897900,650216700,83.9991976094441,2.86983991749374,774074894.171246,0.07897201
"Yolo","L8_valley_20150321to20150330_water.tif","2015-03-21","2015-03-30",2055855600,70828200,99.9985770628183,3.44519332972608,70829207.8551341,0.07897201
"American","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",714345300,7191900,33.9885422998113,1.00678201424437,21159777.7173278,0.07897201
"Butte","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",265383000,9917100,10.790742064391,3.73690100722352,91903781.4157933,0.07897201
"Colusa","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",148952700,4752900,3.20484379784403,3.19087871518945,148303639.734248,0.07897201
"Delta","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",4703511600,119170350,68.9222748789818,2.5336463505267,172905421.664109,0.07897201
"San Joaquin","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",11516166900,249006600,99.9964362476063,2.16223507493626,249015474.294926,0.07897201
"Suisun","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",9225900,1770750,1.49849351751375,19.1932494390791,118168679.363923,0.07897201
"Sutter","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",3271500,165600,0.340627698861866,5.06189821182944,48616128.5630371,0.07897201
"Tulare","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",2189612700,27542250,8.11786815155522,1.25785943788141,339279346.323498,0.07897201
"Yolo","L8_valley_20150330to20150407_water.tif","2015-03-30","2015-04-07",2760300,65700,0.134263355980107,2.38017606781872,48933679.2756277,0.07897201
"American","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",0,NA,NA,NA,NA,0.07897201
"Butte","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",0,NA,NA,NA,NA,0.07897201
"Colusa","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",0,NA,NA,NA,NA,0.07897201
"Delta","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",4568651100,106149600,66.9461146732076,2.32343415324493,158559761.859461,0.07897201
"San Joaquin","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",11302801200,248285250,98.1437529891276,2.19667006086951,252981206.075852,0.07897201
"Suisun","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",5100300,699300,0.828403352233972,13.7109581789307,84415399.5893648,0.07897201
"Sutter","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",0,NA,NA,NA,NA,0.07897201
"Tulare","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",2089528200,26395200,7.74681039553548,1.26321338951061,340723454.587344,0.07897201
"Yolo","L8_valley_20150406to20150415_water.tif","2015-04-06","2015-04-15",0,NA,NA,NA,NA,0.07897201
"American","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",2101717800,92657700,99.9997121106087,4.40866514048651,92657966.7524565,0.07897201
"Butte","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",1930856400,137713500,78.5105804658876,7.13224971054295,175407568.231948,0.07897201
"Colusa","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",3607009200,108087300,77.6078652040974,2.99659063802776,139273641.551338,0.07897201
"Delta","L8_valley_20150415to20150423_water.tif","2015-04-15","2015-04-23",6672132900,306672000,97.7692024322631,4.59631132347499,313669327.733823,0.07897201
