"BasinName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"Sutter","L8_valley_20130923to20131002_water.tif","2013-09-23","2013-10-02",960425100,31370400,99.9992027333572,3.26630363991945,31370650.1077289,0.07897201
"Tulare","L8_valley_20130923to20131002_water.tif","2013-09-23","2013-10-02",17962111800,452101050,66.5935374397008,2.51697047114471,678896282.404834,0.07897201
"Yolo","L8_valley_20130923to20131002_water.tif","2013-09-23","2013-10-02",2055855600,57697200,99.9985770628183,2.80648115558311,57698021.006594,0.07897201
"American","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",1863629100,51279300,88.6714541224102,2.75158291958416,57830674.4910367,0.07897201
"Butte","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",1686669300,80734500,68.5816852029971,4.78662296159656,117720204.397182,0.07897201
"Colusa","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",3560778900,108416700,76.6131810511584,3.04474675470583,141511811.038893,0.07897201
"Delta","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",6793505100,310991400,99.5477136473873,4.57777532249148,312404362.29563,0.07897201
"San Joaquin","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",11516514300,269451000,99.9994527688372,2.33969231471366,269452474.52791,0.07897201
"Suisun","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",615664800,154901250,99.997800947485,25.1599977780117,154904656.434743,0.07897201
"Sutter","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",960417000,31037400,99.9983593635388,3.23165874823124,31037909.2192554,0.07897201
"Tulare","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",22582232100,554086800,83.7223782797835,2.45364053272661,661814453.178041,0.07897201
"Yolo","L8_valley_20131002to20131010_water.tif","2013-10-02","2013-10-10",1833589800,55601550,89.1873781976213,3.03238761472168,62342397.6841187,0.07897201
"American","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",1863629100,51279300,88.6714541224102,2.75158291958416,57830674.4910367,0.07897201
"Butte","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",1686669300,80734500,68.5816852029971,4.78662296159656,117720204.397182,0.07897201
"Colusa","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",3560778900,108416700,76.6131810511584,3.04474675470583,141511811.038893,0.07897201
"Delta","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",6793505100,311577750,99.5477136473873,4.58640636039266,312993376.325703,0.07897201
"San Joaquin","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",11516514300,324809100,99.9994527688372,2.82037682183054,324810877.466342,0.07897201
"Suisun","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",615664800,154901250,99.997800947485,25.1599977780117,154904656.434743,0.07897201
"Sutter","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",960417000,31037400,99.9983593635388,3.23165874823124,31037909.2192554,0.07897201
"Tulare","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",22582991700,542760750,83.7251944548303,2.40340499261663,648264543.945394,0.07897201
"Yolo","L8_valley_20131009to20131018_water.tif","2013-10-09","2013-10-18",1833589800,55601550,89.1873781976213,3.03238761472168,62342397.6841187,0.07897201
"American","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",2101717800,114699600,99.9997121106087,5.45742154346316,114699930.208931,0.07897201
"Butte","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",1930856400,228670200,78.5105804658876,11.8429418158699,291260360.887735,0.07897201
"Colusa","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",3607009200,341434800,77.6078652040974,9.465869951205,439948707.649768,0.07897201
"Delta","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",6824379600,308572200,100.000128982294,4.52161541541447,308571801.997011,0.07897201
"San Joaquin","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",11516514300,314422650,99.9994527688372,2.73018937683254,314424370.62814,0.07897201
"Suisun","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",615664800,191305350,99.997800947485,31.0729718509163,191309556.997625,0.07897201
"Sutter","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",960425100,78826500,99.9992027333572,8.20745938439135,78827128.4624007,0.07897201
"Tulare","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",22660719300,613928250,84.0133652388858,2.70921784022981,730750694.552397,0.07897201
"Yolo","L8_valley_20131018to20131026_water.tif","2013-10-18","2013-10-26",2055855600,65563650,99.9985770628183,3.18911746525388,65564582.9428287,0.07897201
"American","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",2101717800,114699600,99.9997121106087,5.45742154346316,114699930.208931,0.07897201
"Butte","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",1930856400,228670200,78.5105804658876,11.8429418158699,291260360.887735,0.07897201
"Colusa","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",3607009200,341434800,77.6078652040974,9.465869951205,439948707.649768,0.07897201
"Delta","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",6301492200,303452850,92.3380687646565,4.81557130230202,328632441.700091,0.07897201
"San Joaquin","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",5973250500,188974800,51.866542748198,3.1636844964061,364348171.262226,0.07897201
"Suisun","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",615664800,191305350,99.997800947485,31.0729718509163,191309556.997625,0.07897201
"Sutter","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",960425100,78826500,99.9992027333572,8.20745938439135,78827128.4624007,0.07897201
"Tulare","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",22553050500,608274000,83.6141891095017,2.69708082283592,727477006.568108,0.07897201
"Yolo","L8_valley_20131025to20131103_water.tif","2013-10-25","2013-11-03",2055855600,65563650,99.9985770628183,3.18911746525388,65564582.9428287,0.07897201
"American","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",2101717800,171653400,99.9997121106087,8.167290584873,171653894.173351,0.07897201
"Butte","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",1930856400,432558900,78.5105804658876,22.4024375919411,550956186.32949,0.07897201
"Colusa","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",3607009200,437950800,77.6078652040974,12.1416601876147,564312391.338498,0.07897201
"Delta","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",6289315200,326180700,92.1596347322622,5.18626733797664,353930113.707161,0.07897201
"San Joaquin","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",5580662400,190635300,48.4576471274494,3.41599771381978,393406018.040055,0.07897201
"Suisun","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",615664800,213251850,99.997800947485,34.6376551006327,213256539.623298,0.07897201
"Sutter","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",960425100,156277800,99.9992027333572,16.2717321735969,156279045.960703,0.07897201
"Tulare","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",1633050000,45685800,6.05444268061528,2.79757508955635,754583079.071404,0.07897201
"Yolo","L8_valley_20131103to20131111_water.tif","2013-11-03","2013-11-11",2055855600,77496750,99.9985770628183,3.76956192837668,77497852.7457617,0.07897201
"American","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",2101717800,171653400,99.9997121106087,8.167290584873,171653894.173351,0.07897201
"Butte","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",1930856400,432558900,78.5105804658876,22.4024375919411,550956186.32949,0.07897201
"Colusa","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",3607009200,437950800,77.6078652040974,12.1416601876147,564312391.338498,0.07897201
"Delta","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",6289315200,325454400,92.1596347322622,5.17471918087362,353142024.646142,0.07897201
"San Joaquin","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",5103846900,232479000,44.3173935898231,4.55497597312333,524577329.956935,0.07897201
"Suisun","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",615664800,213251850,99.997800947485,34.6376551006327,213256539.623298,0.07897201
"Sutter","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",960425100,156277800,99.9992027333572,16.2717321735969,156279045.960703,0.07897201
"Tulare","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",91343700,28395900,0.338651722779656,31.0868729863143,8384986134.70093,0.07897201
"Yolo","L8_valley_20131110to20131119_water.tif","2013-11-10","2013-11-19",2055855600,77496750,99.9985770628183,3.76956192837668,77497852.7457617,0.07897201
"American","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",691298100,74923200,32.8919567520486,10.8380451212002,227785779.25539,0.07897201
"Butte","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",894677400,276324300,36.3784909140375,30.8853559953565,759581535.839283,0.07897201
"Colusa","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",349471800,20218500,7.51918247035058,5.78544534923848,268892264.281722,0.07897201
"Delta","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",345395700,61781400,5.06120945410623,17.8871364061568,1220684513.45905,0.07897201
"San Joaquin","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",4030104600,215108550,34.9939438360419,5.33754260373292,614702221.069606,0.07897201
"Suisun","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",230021100,55410300,23.9497349786567,24.0892248580674,231360806.494853,0.07897201
"Tulare","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",2579444100,237089700,9.56314653642036,9.19150370422836,2479201788.83661,0.07897201
"Yolo","L8_valley_20131119to20131127_water.tif","2013-11-19","2013-11-27",540786600,115389000,26.30432336524,21.3372520694854,438669333.545684,0.07897201
"American","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",691298100,74923200,32.8919567520486,10.8380451212002,227785779.25539,0.07897201
"Butte","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",894677400,276324300,36.3784909140375,30.8853559953565,759581535.839283,0.07897201
"Colusa","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",349471800,20218500,7.51918247035058,5.78544534923848,268892264.281722,0.07897201
"Delta","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",4590272700,374662350,67.2629438819468,8.1620935069936,557011525.777953,0.07897201
"San Joaquin","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",11512177200,851769000,99.961793142382,7.39885240821345,852094558.554758,0.07897201
"Suisun","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",0,NA,NA,NA,NA,0.07897201
"Sutter","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",230021100,55410300,23.9497349786567,24.0892248580674,231360806.494853,0.07897201
"Tulare","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",4239486900,284960700,15.7176635322062,6.72158463327248,1812996565.39983,0.07897201
"Yolo","L8_valley_20131126to20131205_water.tif","2013-11-26","2013-12-05",540786600,115389000,26.30432336524,21.3372520694854,438669333.545684,0.07897201
"American","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",2101716900,359191800,99.9996692886176,17.0903988068041,359192987.892096,0.07897201
"Butte","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",1930856400,822306600,78.5105804658876,42.587662137899,1047383161.76033,0.07897201
"Colusa","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",3607009200,584567100,77.6078652040974,16.206421098122,753231774.205712,0.07897201
"Delta","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",6824379600,826089150,100.000128982294,12.1049706848077,826088084.492639,0.07897201
"San Joaquin","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",11516514300,859319100,99.9994527688372,7.46162491197532,859323802.487637,0.07897201
"Suisun","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",615664800,250117200,99.997800947485,40.62554818791,250122700.329532,0.07897201
"Sutter","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",960425100,351331200,99.9992027333572,36.5808015638075,351334001.068795,0.07897201
"Tulare","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",23030895600,1996115850,85.3857734260645,8.66712213310541,2337761631.60065,0.07897201
"Yolo","L8_valley_20131205to20131213_water.tif","2013-12-05","2013-12-13",2055855600,326767500,99.9985770628183,15.8944772191199,326772149.762418,0.07897201
"American","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",2101716900,359191800,99.9996692886176,17.0903988068041,359192987.892096,0.07897201
"Butte","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",1930856400,822306600,78.5105804658876,42.587662137899,1047383161.76033,0.07897201
"Colusa","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",3607009200,584567100,77.6078652040974,16.206421098122,753231774.205712,0.07897201
"Delta","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",6824379600,845486400,100.000128982294,12.3892053132566,845485309.473653,0.07897201
"San Joaquin","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",11516514300,771557850,99.9994527688372,6.69957792697744,771562072.2281,0.07897201
"Suisun","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",615664800,250117200,99.997800947485,40.62554818791,250122700.329532,0.07897201
"Sutter","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",960425100,351331200,99.9992027333572,36.5808015638075,351334001.068795,0.07897201
"Tulare","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",23030345700,2021121900,85.3837347021858,8.77590777979507,2367104117.72168,0.07897201
"Yolo","L8_valley_20131212to20131221_water.tif","2013-12-12","2013-12-21",2055855600,326767500,99.9985770628183,15.8944772191199,326772149.762418,0.07897201
"American","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",2101717800,236655000,99.9997121106087,11.2600749729578,236655681.3066,0.07897201
"Butte","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",1930856400,599418000,78.5105804658876,31.044152221781,763486903.858065,0.07897201
"Colusa","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",3607009200,376748100,77.6078652040974,10.4448888015035,485450925.636477,0.07897201
"Delta","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",6824379600,661312200,100.000128982294,9.69043691532048,661311347.025455,0.07897201
"San Joaquin","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",11516514300,762851250,99.9994527688372,6.62397692676854,762855424.582611,0.07897201
"Suisun","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",615664800,206318250,99.997800947485,33.5114578582371,206322787.14644,0.07897201
"Sutter","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",960425100,255143700,99.9992027333572,26.5657051236999,255145734.191829,0.07897201
"Tulare","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",23032885500,1596092400,85.3931508704111,6.92962416715005,1869110559.48991,0.07897201
"Yolo","L8_valley_20131221to20131229_water.tif","2013-12-21","2013-12-29",2055855600,176791050,99.9985770628183,8.59939044357006,176793565.661381,0.07897201
"American","L8_valley_20131228to20140106_water.tif","2013-12-28","2014-01-06",2101717800,236655000,99.9997121106087,11.2600749729578,236655681.3066,0.07897201
"Butte","L8_valley_20131228to20140106_water.tif","2013-12-28","2014-01-06",1930856400,599418000,78.5105804658876,31.044152221781,763486903.858065,0.07897201
"Colusa","L8_valley_20131228to20140106_water.tif","2013-12-28","2014-01-06",3607009200,376748100,77.6078652040974,10.4448888015035,485450925.636477,0.07897201
"Delta","L8_valley_20131228to20140106_water.tif","2013-12-28","2014-01-06",6281606700,602194950,92.0466792638618,9.58663887696121,654227784.007007,0.07897201
"San Joaquin","L8_valley_20131228to20140106_water.tif","2013-12-28","2014-01-06",1977627600,96430950,17.1720081813773,4.87609244531175,561558956.771156,0.07897201
