"Filename","Path","Row","ImageDate","ImageQuality","PercentVisible","ValidationRate","PercentCloudCoverFullImage","PercentCloudCoverValley","CloudMaskedYN","PointsWithData","FalsePositives","FalseNegatives","Satellite","NADIR_OFFNADIR","IMAGE_QUALITY_OLI","IMAGE_QUALITY_TIRS","TIRS_SSM_MODEL","TIRS_SSM_POSITION_STATUS","TIRS_STRAY_LIGHT_CORRECTION_SOURCE"
"L8_p44r34_20171207_water.tif","44","34","2017-12-07","Poor",31.3,0.921,0.22,0.4,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20171223_water.tif","44","34","2017-12-23","Bad",14.62,0,68.06,75.23,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180124_water.tif","44","34","2018-01-24","Bad",12.89,0,92.91,82.69,"Y",0,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180209_water.tif","44","34","2018-02-09","Poor",40.19,0.954,0.39,0.22,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180225_water.tif","44","34","2018-02-25","Fair",70.27,0.972,0.03,0.04,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180329_water.tif","44","34","2018-03-29","Fair",56.85,0.975,0.07,0.33,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180414_water.tif","44","34","2018-04-14","Good",79.07,0.981,0.06,0.02,"N",1022,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180430_water.tif","44","34","2018-04-30","Bad",15,0.917,54.09,65.68,"Y",12,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180516_water.tif","44","34","2018-05-16","Bad",15.99,1,54.91,53.14,"Y",5,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180601_water.tif","44","34","2018-06-01","Fair",67.09,0.986,0.09,0.16,"N",1022,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180617_water.tif","44","34","2018-06-17","Bad",24.72,1,52.13,13.9,"Y",33,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180703_water.tif","44","34","2018-07-03","Good",80.29,0.992,35.71,0.2,"Y",637,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180719_water.tif","44","34","2018-07-19","Fair",59.63,0.979,36.4,7.43,"Y",572,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180804_water.tif","44","34","2018-08-04","Fair",73.77,0.99,29.27,0.09,"Y",686,1,1,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180820_water.tif","44","34","2018-08-20","Good",92.43,0.991,42.17,0.01,"Y",782,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180905_water.tif","44","34","2018-09-05","Good",83.92,0.979,44.95,0.03,"Y",611,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20180921_water.tif","44","34","2018-09-21","Good",92.89,0.983,31.59,0,"Y",871,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181007_water.tif","44","34","2018-10-07","Fair",54.63,0.967,0.13,0.35,"N",1022,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181023_water.tif","44","34","2018-10-23","Poor",25.07,0.935,68.41,51.59,"Y",92,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181108_water.tif","44","34","2018-11-08","Fair",54.26,0.973,0.07,0.22,"N",1022,2,2,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181124_water.tif","44","34","2018-11-24","Bad",14.02,1,46.14,58.6,"Y",5,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181210_water.tif","44","34","2018-12-10","Bad",13.04,0.667,74.35,76.4,"Y",3,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20181226_water.tif","44","34","2018-12-26","Poor",28.52,0.874,33.36,17.06,"Y",143,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20190111_water.tif","44","34","2019-01-11","Bad",14.01,0.692,92.32,54.82,"Y",13,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
"L8_p44r34_20190127_water.tif","44","34","2019-01-27","Bad",17.17,1,43.94,23.25,"Y",13,0,0,"L8","NADIR",9,9,"FINAL","ESTIMATED","TIRS"
