"sourcefile","property","sitecode","visit","date.surv","trt","perc.flood","avg.depth.in"
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO127",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO127",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2011-01-18,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2011-01-03,"BO",25,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",5,2011-01-31,"BO",10,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",3,2009-12-14,"BI",55,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",2,2010-12-21,"BO",40,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",1,2010-12-07,"BO",30,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",6,2010-02-08,"BI",40,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",9,2010-03-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",8,2010-03-05,"BI",15,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO128",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",3,2011-01-03,"BO",100,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",5,2011-01-31,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",2,2010-12-21,"BO",10,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",1,2010-12-07,"BO",5,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO129",6,2011-02-14,"BO",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",4,2010-01-04,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",1,2009-11-19,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",3,2009-12-14,"BI",0,NA
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",2,2009-12-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",6,2010-02-08,"BI",20,2
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",9,2010-03-16,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",8,2010-03-05,"BI",20,1
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO130",10,2010-04-02,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",4,2010-01-06,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",7,2010-02-17,"BI",0,0
"t_sitecond_data_guild_rain3_MR.csv","Conaway","CO131",7,2010-02-17,"BI",0,0
