"yday","observed","obj","mass.kg","DER.obj","DER.obs","DER.obj2","DER.obs2"
256,306051.896117732,612103.792235464,0.0806765327703247,233332519.169775,116666259.584888,175437984.338177,87718992.1690884
257,306865.410293763,613730.820587526,0.0805459714746627,233676669.193381,116838334.596691,175696743.754422,87848371.877211
258,307679.276603666,615358.553207332,0.0804156940557283,234020103.924486,117010051.962243,175954965.356756,87977482.6783781
259,308493.543112023,616987.086224046,0.0802856916423738,234362844.409403,117181422.204702,176212664.969476,88106332.484738
260,309308.258453529,618616.516907057,0.0801559553634515,234704911.73205,117352455.866025,176469858.44515,88234929.2225753
261,310123.471833881,620246.943667763,0.0800264763478136,235046327.0121,117523163.50605,176726561.663233,88363280.8316164
262,310939.233030742,621878.466061484,0.0798972457243123,235387111.403132,117693555.701566,176982790.528671,88491395.2643353
263,311755.592394779,623511.184789558,0.0797682546218,235727286.090789,117863643.045394,177238560.970518,88619280.485259
264,312572.600850782,625145.201701563,0.0796394941691289,236066872.290923,118033436.145462,177493888.940544,88746944.470272
265,313390.309898872,626780.619797744,0.0795109554951512,236405891.247758,118202945.623879,177748790.411848,88874395.205924
266,314208.771615782,628417.543231564,0.0793826297287193,236744364.232032,118372182.116016,178003281.377467,89001640.6887337
267,315028.038656232,630056.077312465,0.0792545079986853,237082312.539154,118541156.269577,178257377.848988,89128688.9244938
268,315848.164254387,631696.328508773,0.0791265814339015,237419757.487349,118709878.743675,178511095.85515,89255547.927575
269,316669.202225403,633338.404450806,0.0789988411632203,237756720.415806,118878360.207903,178764451.440456,89382225.7202278
270,317491.206967069,634982.413934138,0.0788712783154939,238093222.682812,119046611.341406,179017460.663768,89508730.3318841
271,318314.233461537,636628.466923074,0.0787438840195744,238429285.663892,119214642.831946,179270139.596911,89635069.7984557
272,319138.337277146,638276.674554291,0.0786166494043143,238764930.74994,119382465.37497,179522504.323263,89761252.1616315
273,319963.574570347,639927.149140695,0.0784895655985657,239100179.345338,119550089.672669,179774570.936344,89887285.4681721
274,320790.002087722,641580.004175443,0.0783626237311809,239435052.866076,119717526.433038,180026355.538403,90013177.7692016
275,321617.677168103,643235.354336206,0.0782358149310122,239769572.737859,119884786.36893,180277874.238992,90138937.119496
276,322446.657744793,644893.315489586,0.0781091303269118,240103760.394204,120051880.197102,180529143.153537,90264571.5767683
277,323277.002347898,646554.004695795,0.077982561047732,240437637.274531,120218818.637266,180780178.401903,90390089.2009515
278,324108.770106746,648217.540213491,0.0778560982223251,240771224.822238,120385612.411119,181030996.106946,90515498.0534731
279,324942.020752437,649884.041504875,0.0777297329795433,241104544.482772,120552272.241386,181281612.393062,90640806.1965309
280,325776.814620488,651553.629240976,0.0776034564482389,241437617.701679,120718808.85084,181532043.384721,90766021.6923606
281,326613.212653582,653226.425307165,0.0774772597572641,241770465.92264,120885232.96132,181782305.204992,90891152.602496
282,327451.276404455,654902.552808911,0.0773511340354713,242103110.585501,121051555.29275,182032413.974061,91016206.9870304
283,328291.068038873,656582.136077746,0.0772250704117126,242435573.124281,121217786.562141,182282385.80773,91141192.9038651
284,329132.650338739,658265.300677478,0.0770990600148403,242767874.965162,121383937.482581,182532236.815911,91266118.4079556
285,329976.086705314,659952.173410628,0.0769730939737067,243100037.52446,121550018.76223,182781983.101098,91390991.550549
286,330821.441162569,661642.882325137,0.0768471634171641,243432082.20659,121716041.103295,183031640.756834,91515820.3784173
287,331668.778360639,663337.556721278,0.0767212594740647,243764030.401986,121882015.200993,183281225.866155,91640612.9330773
288,332518.163579429,665036.327158857,0.0765953732732608,244095903.485026,122047951.742513,183530754.50002,91765377.25001
289,333369.66273232,666739.32546464,0.0764694959436046,244427722.811918,122213861.405959,183780242.715728,91890121.357864
290,323924.007307909,646181.347949152,0.0764694959436046,236891134.766467,118751068.740706,178113635.162757,89286517.8501548
291,314478.351883499,625623.370433664,0.0764694959436046,229354546.721015,115288276.075453,172447027.609786,86682914.3424459
292,305032.696459088,605065.392918176,0.0764694959436046,221817958.675563,111825483.4102,166780420.056814,84079310.8347368
293,295587.041034677,584507.415402688,0.0764694959436046,214281370.630111,108362690.744947,161113812.503843,81475707.3270276
294,286141.385610267,563949.4378872,0.0764694959436046,206744782.58466,104899898.079694,155447204.950872,78872103.8193187
295,276695.730185856,543391.460371712,0.0764694959436046,199208194.539208,101437105.414441,149780597.397901,76268500.3116095
296,267250.074761445,522833.482856224,0.0764694959436046,191671606.493756,97974312.7491874,144113989.84493,73664896.8039003
297,257804.419337035,502275.505340736,0.0764694959436046,184135018.448305,94511520.0839346,138447382.291958,71061293.2961914
298,248358.763912624,481717.527825248,0.0764694959436046,176598430.402853,91048727.4186814,132780774.738987,68457689.7884823
299,238913.108488213,461159.55030976,0.0764694959436046,169061842.357401,87585934.7534282,127114167.186016,65854086.2807731
300,229467.453063803,440601.572794272,0.0764694959436046,161525254.311949,84123142.0881754,121447559.633045,63250482.7730642
301,220021.797639392,420043.595278784,0.0764694959436046,153988666.266498,80660349.4229222,115780952.080073,60646879.265355
302,210576.142214981,399485.617763296,0.0764694959436046,146452078.221046,77197556.757669,110114344.527102,58043275.7576458
303,201130.486790571,378927.640247808,0.0764694959436046,138915490.175594,73734764.0924161,104447736.974131,55439672.2499369
304,191684.83136616,358369.66273232,0.0764694959436046,131378902.130143,70271971.4271629,98781129.4211598,52836068.7422278
305,182239.175941749,337811.685216832,0.0764694959436046,123842314.084691,66809178.7619097,93114521.8681885,50232465.2345186
306,172793.520517339,317253.707701344,0.0764694959436046,116305726.039239,63346386.0966569,87447914.3152173,47628861.7268097
307,163347.865092928,296695.730185856,0.0764694959436046,108769137.993787,59883593.4314037,81781306.7622461,45025258.2191005
308,153902.209668517,276137.752670368,0.0764694959436046,101232549.948336,56420800.7661505,76114699.2092749,42421654.7113913
309,144456.554244107,255579.77515488,0.0764694959436046,93695961.9028839,52958008.1008976,70448091.6563037,39818051.2036824
310,135010.898819696,235021.797639392,0.0764694959436046,86159373.8574322,49495215.4356444,64781484.1033325,37214447.6959733
311,125565.243395285,214463.820123904,0.0764694959436046,78622785.8119805,46032422.7703912,59114876.5503612,34610844.1882641
312,116119.587970875,193905.842608416,0.0764694959436046,71086197.7665287,42569630.1051384,53448268.99739,32007240.6805552
313,106673.932546464,173347.865092928,0.0764694959436046,63549609.721077,39106837.4398852,47781661.4444188,29403637.172846
314,97228.2771220533,152789.88757744,0.0764694959436046,56013021.6756253,35644044.7746321,42115053.8914476,26800033.6651369
315,87782.6216976427,132231.910061952,0.0764694959436046,48476433.6301736,32181252.109379,36448446.3384764,24196430.1574278
316,78336.966273232,111673.932546464,0.0764694959436046,40939845.5847218,28718459.4441259,30781838.7855051,21592826.6497187
317,68891.3108488213,91115.955030976,0.0764694959436046,33403257.5392701,25255666.7788728,25115231.2325339,18989223.1420097
318,59445.6554244107,70557.977515488,0.0764694959436046,25866669.4938184,21792874.1136198,19448623.6795627,16385619.6343006
319,50000,50000,0.0764694959436046,18330081.4483667,18330081.4483667,13782016.1265915,13782016.1265915
